Scaling equations	6.4966*x-6.2646	6.3877*x-6.2031	6.4541*x-6.1727	6.4865*x-6.2161	6.4136*x-6.1333	6.4099*x-6.1522	x	x
Timestamp	Analog channel 0	Analog channel 1	Analog channel 2	Analog channel 3	Analog channel 4	Analog channel 5	Analog channel 6	Analog channel 7
2020.01.06 01:09:05.595	1.101266	0.990834	0.969470	1.022057	0.980316	1.155167	-0.001409	-0.001409
2020.01.06 01:09:05.845	1.096993	0.990834	0.969142	1.043092	0.974400	1.160097	-0.002067	-0.001738
2020.01.06 01:09:06.095	1.104224	0.986232	0.968484	1.057553	0.972428	1.154838	-0.001409	-0.001738
2020.01.06 01:09:06.345	1.121314	0.990505	0.972428	1.060511	0.974400	1.166999	-0.001738	-0.001409
2020.01.06 01:09:06.595	1.136761	0.993134	0.973414	1.053609	0.974729	1.207425	-0.001409	-0.001738
2020.01.06 01:09:06.845	1.155824	0.991162	0.973743	1.022386	0.980645	1.260997	-0.001409	-0.001738
2020.01.06 01:09:07.095	1.166341	0.989848	0.974072	0.993463	0.982946	1.288605	-0.001738	-0.001409
2020.01.06 01:09:07.345	1.163055	0.994120	0.969799	0.980645	0.977030	1.277102	-0.001409	-0.001409
2020.01.06 01:09:07.595	1.143663	0.987547	0.967827	0.980974	0.970785	1.251137	-0.001738	-0.001738
2020.01.06 01:09:07.845	1.130517	0.989519	0.969142	0.975058	0.970785	1.207425	-0.001409	-0.001738
2020.01.06 01:09:08.095	1.111783	0.988204	0.966841	0.992148	0.973743	1.156153	-0.001738	-0.002067
2020.01.06 01:09:08.345	1.108168	0.984589	0.970785	1.011211	0.974729	1.125258	-0.001738	-0.002067
2020.01.06 01:09:08.595	1.112769	0.989848	0.969142	1.032246	0.978344	1.145635	-0.001409	-0.001738
2020.01.06 01:09:08.845	1.115069	0.988533	0.978673	1.042106	0.979002	1.200851	-0.002067	-0.001738
2020.01.06 01:09:09.095	1.110468	0.987218	0.982946	1.026658	0.981302	1.254424	-0.001738	-0.001738
2020.01.06 01:09:09.345	1.097322	0.989190	0.990834	1.014169	0.981302	1.286633	-0.002067	-0.001738
2020.01.06 01:09:09.595	1.102580	0.995435	0.985904	1.018113	0.975386	1.276773	-0.001738	-0.001738
2020.01.06 01:09:09.845	1.135118	1.001351	0.963883	1.023700	0.973414	1.243907	-0.001738	-0.001738
2020.01.06 01:09:10.095	1.164041	0.994449	0.963226	1.033560	0.973414	1.190334	-0.001738	-0.001738
2020.01.06 01:09:10.345	1.184418	0.987218	0.962240	1.044078	0.975715	1.135118	-0.002067	-0.001738
2020.01.06 01:09:10.595	1.180474	0.983274	0.962568	1.035532	0.973414	1.100608	-0.001409	-0.001409
2020.01.06 01:09:10.845	1.159439	0.982617	0.964540	1.014498	0.976701	1.088776	-0.001738	-0.001738
2020.01.06 01:09:11.095	1.116384	0.984918	0.963554	0.995106	0.975058	1.095021	-0.001738	-0.001738
2020.01.06 01:09:11.345	1.067413	0.986561	0.969142	0.985575	0.973086	1.125915	-0.002067	-0.001738
2020.01.06 01:09:11.595	1.041120	0.988862	0.972757	0.984260	0.974729	1.173901	-0.002067	-0.001738
2020.01.06 01:09:11.845	1.049008	0.993463	0.980316	0.995106	0.975058	1.210711	-0.002067	-0.001081
2020.01.06 01:09:12.095	1.077602	1.001680	0.980316	1.002337	0.978016	1.228459	-0.002067	-0.001738
2020.01.06 01:09:12.345	1.120328	1.002008	0.976372	1.022386	0.978344	1.252123	-0.001738	-0.001738
2020.01.06 01:09:12.595	1.157467	0.993134	0.970785	1.045064	0.977687	1.279731	-0.001738	-0.001738
2020.01.06 01:09:12.845	1.171271	0.991820	0.966512	1.045721	0.975715	1.294192	-0.001738	-0.001738
2020.01.06 01:09:13.095	1.167327	0.987547	0.965855	1.048350	0.974729	1.259683	-0.002067	-0.001738
2020.01.06 01:09:13.345	1.150894	0.989848	0.966841	1.040791	0.974072	1.208082	-0.001738	-0.001409
2020.01.06 01:09:13.595	1.129202	0.986561	0.972100	1.023043	0.974729	1.167985	-0.001738	-0.002067
