Scaling equations	6.4966*x-6.2646	6.3877*x-6.2031	6.4541*x-6.1727	6.4865*x-6.2161	6.4136*x-6.1333	6.4099*x-6.1522	x	x
Timestamp	Analog channel 0	Analog channel 1	Analog channel 2	Analog channel 3	Analog channel 4	Analog channel 5	Analog channel 6	Analog channel 7
2020.03.01 13:06:16.411	-0.003381	0.974400	0.963226	0.962568	0.961911	0.984260	-0.003053	-0.003053
2020.03.01 13:06:16.661	-0.003053	0.976044	0.959939	0.959282	0.961582	0.989519	-0.003710	-0.003053
2020.03.01 13:06:16.911	-0.003053	0.976372	0.957638	0.963554	0.964869	0.984589	-0.003053	-0.003053
2020.03.01 13:06:17.161	-0.003710	0.974400	0.958296	0.960596	0.965526	0.980316	-0.002724	-0.003381
2020.03.01 13:06:17.411	-0.003053	0.976044	0.956324	0.960268	0.962897	0.989848	-0.003053	-0.003381
2020.03.01 13:06:17.661	-0.003381	0.978344	0.955666	0.958296	0.962897	0.984260	-0.003053	-0.003381
2020.03.01 13:06:17.911	-0.003381	0.973414	0.953366	0.961254	0.964540	0.982288	-0.002724	-0.003381
2020.03.01 13:06:18.161	-0.002724	0.976044	0.955009	0.960268	0.964212	0.982617	-0.003381	-0.003381
2020.03.01 13:06:18.411	-0.002724	0.981960	0.957638	0.959610	0.963226	0.984918	-0.002724	-0.003053
2020.03.01 13:06:18.661	-0.003053	0.973743	0.955995	0.960925	0.961582	0.980645	-0.003381	-0.003053
2020.03.01 13:06:18.911	-0.002724	0.981631	0.954680	0.960268	0.961911	0.982288	-0.003053	-0.003053
2020.03.01 13:06:19.161	-0.002724	0.978673	0.958624	0.960268	0.963554	0.984918	-0.002724	-0.003053
2020.03.01 13:06:19.411	-0.002724	0.977358	0.957310	0.963554	0.964212	0.985575	-0.003053	-0.003381
2020.03.01 13:06:19.661	-0.003381	0.976044	0.959939	0.962240	0.962240	0.987547	-0.002724	-0.003053
2020.03.01 13:06:19.911	-0.003053	0.976372	0.954680	0.968156	0.964540	0.987876	-0.002724	-0.003381
