Scaling equations	6.4966*x-6.2646	6.3877*x-6.2031	6.4541*x-6.1727	6.4865*x-6.2161	6.4136*x-6.1333	6.4099*x-6.1522	x	x
Timestamp	Analog channel 0	Analog channel 1	Analog channel 2	Analog channel 3	Analog channel 4	Analog channel 5	Analog channel 6	Analog channel 7
2019.12.06 07:54:08.306	1.014826	0.983603	0.982946	0.971771	0.968156	1.022057	-0.002067	-0.002067
2019.12.06 07:54:08.556	1.000036	0.982617	0.997078	0.966512	0.969799	1.047036	-0.002067	-0.002067
2019.12.06 07:54:08.806	0.997407	0.987547	0.998722	0.967170	0.970456	1.085490	-0.002067	-0.002395
2019.12.06 07:54:09.056	1.004638	0.990505	0.993134	0.967498	0.969470	1.133803	-0.001738	-0.002395
2019.12.06 07:54:09.306	1.031260	0.993463	0.980974	0.966512	0.969470	1.186390	-0.001738	-0.002067
2019.12.06 07:54:09.556	1.070700	0.999050	0.975715	0.969142	0.970785	1.213341	-0.001738	-0.002395
2019.12.06 07:54:09.806	1.114741	0.999379	0.970456	0.972757	0.970128	1.190334	-0.002067	-0.002067
2019.12.06 07:54:10.056	1.150894	0.993463	0.970128	0.971114	0.970785	1.124601	-0.002395	-0.002067
2019.12.06 07:54:10.306	1.157467	0.984589	0.969470	0.970456	0.970456	1.057882	-0.002395	-0.002067
2019.12.06 07:54:10.556	1.109154	0.982288	0.968156	0.969470	0.969142	0.994449	-0.002067	-0.002395
2019.12.06 07:54:10.806	1.067084	0.978673	0.965198	0.967827	0.967170	0.977030	-0.001738	-0.002067
2019.12.06 07:54:11.056	1.048022	0.984589	0.974072	0.967170	0.966841	0.975058	-0.002067	-0.002067
2019.12.06 07:54:11.306	1.026658	0.989848	0.980645	0.968484	0.966512	0.977687	-0.001738	-0.002067
2019.12.06 07:54:11.556	1.012526	0.994778	0.980645	0.967498	0.967498	0.980645	-0.002395	-0.002067
2019.12.06 07:54:11.806	1.018770	0.997407	0.976044	0.966841	0.968813	0.992806	-0.001409	-0.002067
2019.12.06 07:54:12.056	1.047364	0.994778	0.981302	0.965855	0.971442	1.040462	-0.002067	-0.002067
2019.12.06 07:54:12.306	1.075630	0.992477	0.986561	0.963883	0.971771	1.148593	-0.002067	-0.001738
2019.12.06 07:54:12.556	1.096007	0.991491	0.993134	0.963883	0.968156	1.259683	-0.001738	-0.002395
2019.12.06 07:54:12.806	1.097650	0.990505	0.985904	0.967827	0.965198	1.323115	-0.002395	-0.002067
2019.12.06 07:54:13.056	1.072014	0.987218	0.970128	0.964869	0.964869	1.286962	-0.002067	-0.002067
2019.12.06 07:54:13.306	1.052952	0.982946	0.963226	0.970128	0.966184	1.175215	-0.002395	-0.001738
2019.12.06 07:54:13.556	1.041448	0.986561	0.960596	0.972757	0.969470	1.062483	-0.002724	-0.002067
2019.12.06 07:54:13.806	1.023700	0.981631	0.963883	0.969799	0.969799	0.991162	-0.002067	-0.002067
2019.12.06 07:54:14.056	1.010882	0.986561	0.959282	0.975058	0.970456	0.977358	-0.001738	-0.002067
2019.12.06 07:54:14.306	1.030931	0.984918	0.963226	0.973414	0.972100	0.975715	-0.002067	-0.002067
2019.12.06 07:54:14.556	1.045392	0.988533	0.967827	0.973743	0.969470	0.977030	-0.002067	-0.001738
