Scaling equations
Timestamp
Scaling equations
Timestamp
2019.10.28 15:32:11.316	-0.079303	-0.079303	-0.079961	-0.079961	-0.078646	-0.079632	-0.079303	-0.077989
Scaling equations	6.5005*x-6.2775	6.3958*x-6.2302	6.4602*x-6.1928	6.5020*x-6.2666	6.4260*x-6.1741	6.4277*x-6.2111	x	x
Timestamp	Analog channel 0	Analog channel 1	Analog channel 2	Analog channel 3	Analog channel 4	Analog channel 5	Analog channel 6	Analog channel 7
2019.10.28 15:32:12.316	-0.079303	-0.079632	-0.079303	-0.079632	-0.079632	-0.079303	-0.079632	-0.080618
2019.10.28 15:32:13.316	-0.079303	-0.079632	-0.079632	-0.079632	-0.079632	-0.079303	-0.079303	-0.078975
2019.10.28 15:32:14.316	-0.079303	-0.078975	-0.079303	-0.078975	-0.078646	-0.079303	-0.079961	-0.079961
2019.10.28 15:32:15.316	-0.078975	-0.079632	-0.079303	-0.079632	-0.079961	-0.078975	-0.079632	-0.079632
2019.10.28 15:32:16.316	-0.079632	-0.079961	-0.079303	-0.079303	-0.079632	-0.079303	-0.079632	-0.079632
2019.10.28 15:32:17.316	-0.079303	-0.078975	-0.079632	-0.079632	-0.079303	-0.078975	-0.079303	-0.079632
2019.10.28 15:32:18.316	-0.078975	-0.079303	-0.079632	-0.078975	-0.079303	-0.079632	-0.079303	-0.079303
2019.10.28 15:32:19.316	-0.079632	-0.079632	-0.079632	-0.079303	-0.079632	-0.079303	-0.079632	-0.079303
2019.10.28 15:32:20.316	-0.079632	-0.079632	-0.079303	-0.079303	-0.079632	-0.079303	-0.079632	-0.079632
2019.10.28 15:32:21.316	-0.079632	-0.079632	-0.079303	-0.079632	-0.079632	-0.079303	-0.079303	-0.079961
2019.10.28 15:32:22.316	-0.079632	-0.079632	-0.079303	-0.078975	-0.079303	-0.079303	-0.079303	-0.079303
2019.10.28 15:32:23.316	-0.079961	-0.079303	-0.079632	-0.079961	-0.079961	-0.079961	-0.079632	-0.079303
2019.10.28 15:32:24.316	-0.080289	-0.079961	-0.079303	-0.079632	-0.079632	-0.079632	-0.079961	-0.080618
2019.10.28 15:32:25.316	-0.079632	-0.079632	-0.079632	-0.079303	-0.079632	-0.079632	-0.079632	-0.079632
2019.10.28 15:32:26.316	-0.080289	-0.079632	-0.079632	-0.078975	-0.079632	-0.079303	-0.079303	-0.080289
2019.10.28 15:32:27.316	-0.079303	-0.079632	-0.079632	-0.079303	-0.080289	-0.079303	-0.079961	-0.080289
2019.10.28 15:32:28.316	-0.079632	-0.080289	-0.079632	-0.079632	-0.079303	-0.079632	-0.079961	-0.079961
2019.10.28 15:32:29.316	-0.079961	-0.079961	-0.079961	-0.079632	-0.079303	-0.079961	-0.079632	-0.079632
2019.10.28 15:32:30.316	-0.079961	-0.079632	-0.079303	-0.079632	-0.079961	-0.079632	-0.079303	-0.080289
2019.10.28 15:32:31.316	-0.079961	-0.079632	-0.079632	-0.079632	-0.079632	-0.079632	-0.079632	-0.079303
